style_weight,single_seed_macro_f1,seed_averaged_macro_f1,best_threshold,tuned_macro_f1,fit_seconds
0.1,0.8288637486977806,0.8281729061053718,-0.0625,0.8307397227769759,13.8
0.05,0.8305048337788458,0.8292542326152612,-0.03749999999999998,0.8302517110528835,14.0
0.15,0.8261586357263841,0.8256739476499909,-0.04999999999999999,0.8274159031779575,14.0
